Art Unit,Class,Class Title,Subclass From,Subclass To
3754,138,PIPES AND TUBULAR CONDUITS,ALL,
3754,141,"FLUENT MATERIAL HANDLING, WITH RECEIVER OR RECEIVER COACTING MEANS",1,DIG 2
3754,222,DISPENSING,1,589
3754,222,DISPENSING,608,628
3754,222,DISPENSING,630,FOR 000
3754,401,COATING IMPLEMENTS WITH MATERIAL SUPPLY,1,DIG 3
3761,27,UNDERTAKING,21.1,25.1
3761,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",44,48
3761,604,SURGERY,1,18
3761,604,SURGERY,289,357
3761,604,SURGERY,403,416
3761,604,SURGERY,540,544
3761,604,SURGERY,904,
3761,604,SURGERY,921,
3761,604,SURGERY,FOR 100,FOR 104
3762,422,"CHEMICAL APPARATUS AND PROCESS DISINFECTING, DEODORIZING, PRESERVING, OR STERILIZING",FOR 000,
3762,607,"SURGERY: LIGHT, THERMAL, AND ELECTRICAL APPLICATION",77,87
3762,607,"SURGERY: LIGHT, THERMAL, AND ELECTRICAL APPLICATION",139,FOR 000
3763,604,SURGERY,19,288.04
3763,604,SURGERY,500,539
3763,604,SURGERY,890.1,903
3763,604,SURGERY,905,920
3763,604,SURGERY,FOR 000,
3764,482,EXERCISE DEVICES,ALL,
3765,2,APPAREL,ALL,
3765,19,TEXTILES: FIBER PREPARATION,ALL,
3765,26,TEXTILES: CLOTH FINISHING,ALL,
3765,28,TEXTILES: MANUFACTURING,ALL,
3765,38,TEXTILES: IRONING OR SMOOTHING,ALL,
3765,57,"TEXTILES: SPINNING, TWISTING, AND TWINING",ALL,
3765,66,TEXTILES: KNITTING,ALL,
3765,69,LEATHER MANUFACTURES,ALL,
3765,87,"TEXTILES: BRAIDING, NETTING, AND LACE MAKING",ALL,
3765,112,SEWING,ALL,
3765,139,TEXTILES: WEAVING,ALL,
3765,223,APPAREL APPARATUS,ALL,
3765,245,WIRE FABRICS AND STRUCTURE,ALL,
3765,289,KNOTS AND KNOT TYING,ALL,
3765,450,FOUNDATION GARMENTS,ALL,
3765,700,DATA PROCESSING: GENERIC CONTROL SYSTEMS OR SPECIFIC APPLICATIONS,131,144
3766,600,SURGERY,16,18
3766,600,SURGERY,508,528
3766,607,"SURGERY: LIGHT, THERMAL, AND ELECTRICAL APPLICATION",1,76
3766,607,"SURGERY: LIGHT, THERMAL, AND ELECTRICAL APPLICATION",115,138
3769,600,SURGERY,300,301
3769,606,SURGERY,1,19
3769,607,"SURGERY: LIGHT, THERMAL, AND ELECTRICAL APPLICATION",77,95
3771,128,SURGERY,200.11,207.29
3771,601,SURGERY: KINESITHERAPY,1,
3771,601,SURGERY: KINESITHERAPY,5,FOR 000
3771,606,SURGERY,237,245
3772,128,SURGERY,830,894
3772,128,SURGERY,900,914
3772,128,SURGERY,917,919
3772,128,SURGERY,95.1,126.1
3772,128,SURGERY,DIG 1,FOR 000
3772,602,"SURGERY: SPLINT, BRACE, OR BANDAGE",ALL,
3773,600,SURGERY,184,
3773,606,SURGERY,106,236
3773,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",1.11,1.12
3773,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",1.23,
3773,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",2.11,
3773,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",23.72,
3773,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",23.74,
3773,623,"PROSTHESIS (I.E., ARTIFICIAL BODY MEMBERS), PARTS THEREOF, OR AIDS AND ACCESSORIES THEREFOR",6.12,
3775,606,SURGERY,104,105.5
3775,606,SURGERY,280,331
3776,132,TOILET,ALL,
3777,600,SURGERY,309,344
3779,600,SURGERY,101,183
3781,150,"PURSES, WALLETS, AND PROTECTIVE COVERS",ALL,
3781,190,TRUNKS AND HAND-CARRIED LUGGAGE,ALL,
3781,206,SPECIAL RECEPTACLE OR PACKAGE,278,299
3781,206,SPECIAL RECEPTACLE OR PACKAGE,315.2,315.8
3781,206,SPECIAL RECEPTACLE OR PACKAGE,501,520
3781,206,SPECIAL RECEPTACLE OR PACKAGE,521.15,
3781,206,SPECIAL RECEPTACLE OR PACKAGE,8,11
3781,215,BOTTLES AND JARS,ALL,
3781,217,WOODEN RECEPTACLES,ALL,
3781,220,RECEPTACLES,FOR 131,FOR 207
3782,224,PACKAGE AND ARTICLE CARRIERS,ALL,
3782,229,"ENVELOPES, WRAPPERS, AND PAPERBOARD BOXES",ALL,
3782,383,FLEXIBLE BAGS,ALL,
